Bandit,Reward,Algorithm
3,3.7749268984135225,Epsilon-Greedy
3,4.070154915093179,Epsilon-Greedy
3,3.4819715116264702,Epsilon-Greedy
3,2.4438539961470256,Epsilon-Greedy
3,2.658747369814731,Epsilon-Greedy
3,4.608554916635841,Epsilon-Greedy
3,5.678157056726194,Epsilon-Greedy
3,2.0287033938747543,Epsilon-Greedy
3,4.525530607632626,Epsilon-Greedy
3,4.286473592051015,Epsilon-Greedy
3,4.428298353943495,Epsilon-Greedy
3,4.286234546517624,Epsilon-Greedy
3,4.594183939354929,Epsilon-Greedy
3,1.8928546848228276,Epsilon-Greedy
3,4.047973791924815,Epsilon-Greedy
3,4.1113092407730925,Epsilon-Greedy
3,3.5529363954976274,Epsilon-Greedy
3,5.4902003585616,Epsilon-Greedy
3,4.918615921237986,Epsilon-Greedy
3,4.249317629357274,Epsilon-Greedy
3,4.697474327267572,Epsilon-Greedy
3,3.5765071873363143,Epsilon-Greedy
3,4.316315876041776,Epsilon-Greedy
3,5.204485881027809,Epsilon-Greedy
3,4.936147656293233,Epsilon-Greedy
3,2.8321593037718573,Epsilon-Greedy
3,5.1563695695828295,Epsilon-Greedy
3,3.6973508474688255,Epsilon-Greedy
3,4.343151836737371,Epsilon-Greedy
3,4.43967711797889,Epsilon-Greedy
3,3.862419699931088,Epsilon-Greedy
3,2.8291605610539046,Epsilon-Greedy
3,4.084866696331864,Epsilon-Greedy
3,3.307203388100706,Epsilon-Greedy
3,4.808319318629847,Epsilon-Greedy
3,5.003589588610825,Epsilon-Greedy
3,4.712194627196599,Epsilon-Greedy
3,3.739291475989844,Epsilon-Greedy
3,5.445057680858845,Epsilon-Greedy
3,3.2349468764063563,Epsilon-Greedy
3,4.202990721551073,Epsilon-Greedy
3,3.2769534452240174,Epsilon-Greedy
3,3.7263916397117955,Epsilon-Greedy
3,2.7557857235623606,Epsilon-Greedy
3,4.37621382462276,Epsilon-Greedy
3,4.397248015845148,Epsilon-Greedy
3,4.062765077735979,Epsilon-Greedy
3,4.749947076913315,Epsilon-Greedy
3,2.7527793751346197,Epsilon-Greedy
3,3.1109128446775607,Epsilon-Greedy
3,4.147649887629843,Epsilon-Greedy
3,4.244174100406511,Epsilon-Greedy
3,3.5951089307154946,Epsilon-Greedy
3,5.1766093501112325,Epsilon-Greedy
3,0.8589046280395491,Epsilon-Greedy
3,3.2454000269075016,Epsilon-Greedy
3,4.519411104332811,Epsilon-Greedy
3,4.091391605015126,Epsilon-Greedy
3,4.766604408882909,Epsilon-Greedy
3,6.058973273450704,Epsilon-Greedy
3,4.600869982337741,Epsilon-Greedy
3,2.63829039008912,Epsilon-Greedy
3,2.7292166291916797,Epsilon-Greedy
3,5.000367593379733,Epsilon-Greedy
3,3.8501209581373255,Epsilon-Greedy
3,4.6148176979672,Epsilon-Greedy
3,3.7781669900814343,Epsilon-Greedy
3,4.672434367018492,Epsilon-Greedy
3,4.0827231471558045,Epsilon-Greedy
3,3.953729568219361,Epsilon-Greedy
3,3.710511511799006,Epsilon-Greedy
3,4.115298824901247,Epsilon-Greedy
3,5.519031662968499,Epsilon-Greedy
3,4.4061376270232255,Epsilon-Greedy
3,3.3725819002802817,Epsilon-Greedy
3,4.560262384679335,Epsilon-Greedy
3,3.160181754499825,Epsilon-Greedy
3,4.870976830869878,Epsilon-Greedy
3,6.299579458076476,Epsilon-Greedy
3,3.4789320190040915,Epsilon-Greedy
3,3.5760448106329896,Epsilon-Greedy
3,2.321877393435222,Epsilon-Greedy
3,5.011947899089648,Epsilon-Greedy
3,2.2851354143601714,Epsilon-Greedy
3,4.42283914350952,Epsilon-Greedy
3,3.4497175900672596,Epsilon-Greedy
3,2.3292005965977163,Epsilon-Greedy
3,5.473489573469121,Epsilon-Greedy
3,4.18946989926615,Epsilon-Greedy
3,3.524515068007605,Epsilon-Greedy
3,5.219763790513374,Epsilon-Greedy
3,4.126570083576288,Epsilon-Greedy
3,3.2599611715870136,Epsilon-Greedy
3,5.0311006271939105,Epsilon-Greedy
3,4.771688693133096,Epsilon-Greedy
3,4.178181476873113,Epsilon-Greedy
3,3.90484390055514,Epsilon-Greedy
3,3.350897766236793,Epsilon-Greedy
3,4.062881507151135,Epsilon-Greedy
3,3.261624436618381,Epsilon-Greedy
3,3.621824144850202,Epsilon-Greedy
3,2.9794203414727987,Epsilon-Greedy
3,4.225504683892084,Epsilon-Greedy
3,5.062639400282824,Epsilon-Greedy
3,4.403522348640763,Epsilon-Greedy
3,3.536939664982874,Epsilon-Greedy
3,5.4765178286929395,Epsilon-Greedy
3,4.6856486650090625,Epsilon-Greedy
3,4.36955088500814,Epsilon-Greedy
3,4.473827198246719,Epsilon-Greedy
3,3.8883831694146997,Epsilon-Greedy
3,3.063095405521817,Epsilon-Greedy
3,5.179889689580255,Epsilon-Greedy
3,3.591029401250387,Epsilon-Greedy
3,3.75525856791934,Epsilon-Greedy
3,5.398608100770771,Epsilon-Greedy
3,2.891121630232232,Epsilon-Greedy
3,7.029261057684199,Epsilon-Greedy
3,5.635547582077997,Epsilon-Greedy
3,3.6676996810679854,Epsilon-Greedy
3,4.352808126601652,Epsilon-Greedy
3,4.427709747623963,Epsilon-Greedy
3,2.9368312068659193,Epsilon-Greedy
3,4.326842670841408,Epsilon-Greedy
3,3.8251243625295954,Epsilon-Greedy
3,4.515772832491831,Epsilon-Greedy
3,4.255939931743038,Epsilon-Greedy
3,4.936405047177097,Epsilon-Greedy
3,3.237977377645338,Epsilon-Greedy
3,3.958385165561724,Epsilon-Greedy
3,4.571032022859709,Epsilon-Greedy
3,3.9651985303757558,Epsilon-Greedy
3,4.517250593914545,Epsilon-Greedy
3,4.360387429624931,Epsilon-Greedy
3,4.258637602192788,Epsilon-Greedy
3,4.536305126387651,Epsilon-Greedy
3,3.2882715705502097,Epsilon-Greedy
3,3.739182428469634,Epsilon-Greedy
3,5.003799662957252,Epsilon-Greedy
3,2.663815922511159,Epsilon-Greedy
3,2.7739081782167307,Epsilon-Greedy
3,4.875941600438314,Epsilon-Greedy
3,3.2932845183282895,Epsilon-Greedy
3,3.8879946780693384,Epsilon-Greedy
3,4.399145421836766,Epsilon-Greedy
3,4.764129327242955,Epsilon-Greedy
3,3.3086161463394586,Epsilon-Greedy
3,5.461556441602108,Epsilon-Greedy
3,2.629952006782521,Epsilon-Greedy
3,3.625076294867233,Epsilon-Greedy
3,3.0887152984527377,Epsilon-Greedy
3,2.6167402264214514,Epsilon-Greedy
3,4.287148522958676,Epsilon-Greedy
3,3.5740531703616947,Epsilon-Greedy
3,3.9264635677852753,Epsilon-Greedy
3,3.869129306249447,Epsilon-Greedy
3,3.770320442824768,Epsilon-Greedy
3,3.535320290061286,Epsilon-Greedy
3,4.9675490440204895,Epsilon-Greedy
3,4.122166430748273,Epsilon-Greedy
3,3.016325314709947,Epsilon-Greedy
3,5.247593181987432,Epsilon-Greedy
3,3.6290664245942175,Epsilon-Greedy
3,3.842483897530908,Epsilon-Greedy
3,5.459525194673629,Epsilon-Greedy
3,3.824222299656651,Epsilon-Greedy
3,4.3662857716685135,Epsilon-Greedy
3,4.84345014269995,Epsilon-Greedy
3,3.433273933111534,Epsilon-Greedy
3,6.005405393172181,Epsilon-Greedy
3,3.33231316886018,Epsilon-Greedy
3,5.690798223316319,Epsilon-Greedy
3,4.564418640572379,Epsilon-Greedy
3,3.2716433259341966,Epsilon-Greedy
3,3.119766658580724,Epsilon-Greedy
3,2.855073183680622,Epsilon-Greedy
3,2.146290635732668,Epsilon-Greedy
3,2.3352877486729406,Epsilon-Greedy
3,2.5202039892675767,Epsilon-Greedy
3,4.958083112067201,Epsilon-Greedy
3,3.912820457040196,Epsilon-Greedy
3,2.55012258318494,Epsilon-Greedy
3,6.74584792573401,Epsilon-Greedy
3,3.6478020800749924,Epsilon-Greedy
3,4.102490169902242,Epsilon-Greedy
3,4.316539421298019,Epsilon-Greedy
3,4.334028279171073,Epsilon-Greedy
3,4.774906704707639,Epsilon-Greedy
3,3.637945312069885,Epsilon-Greedy
3,2.2495545200059968,Epsilon-Greedy
3,4.508610426419369,Epsilon-Greedy
3,3.282633272696992,Epsilon-Greedy
3,2.1817585366969245,Epsilon-Greedy
3,3.376953557329726,Epsilon-Greedy
3,0.5734152117920486,Epsilon-Greedy
3,2.6819114891636797,Epsilon-Greedy
3,3.4925361802631874,Epsilon-Greedy
3,4.268265622540784,Epsilon-Greedy
3,4.822295877889721,Epsilon-Greedy
3,4.014909108042998,Epsilon-Greedy
3,3.8027927994536572,Epsilon-Greedy
3,2.761918601771324,Epsilon-Greedy
3,5.238105248994432,Epsilon-Greedy
3,5.24905166959465,Epsilon-Greedy
3,5.498627986617297,Epsilon-Greedy
3,4.147067281378037,Epsilon-Greedy
3,4.0013870340456315,Epsilon-Greedy
3,5.79372450126365,Epsilon-Greedy
3,4.33276084559573,Epsilon-Greedy
3,5.237598984736531,Epsilon-Greedy
3,4.305235396038674,Epsilon-Greedy
3,4.443777014669417,Epsilon-Greedy
3,2.6212224721089266,Epsilon-Greedy
3,3.935195925110478,Epsilon-Greedy
3,3.9915408177805003,Epsilon-Greedy
3,4.065598035943233,Epsilon-Greedy
3,2.2947531618777486,Epsilon-Greedy
3,2.980930396653206,Epsilon-Greedy
3,3.3186562840746667,Epsilon-Greedy
3,3.391469359605954,Epsilon-Greedy
3,4.681948965351491,Epsilon-Greedy
3,3.552287856893331,Epsilon-Greedy
3,4.121270286615676,Epsilon-Greedy
3,4.268626943239002,Epsilon-Greedy
3,3.42254554473326,Epsilon-Greedy
3,3.7141389370237112,Epsilon-Greedy
3,4.49423473367243,Epsilon-Greedy
3,4.013260003695051,Epsilon-Greedy
3,5.100824823535303,Epsilon-Greedy
3,4.157021600420112,Epsilon-Greedy
3,3.7399207839024498,Epsilon-Greedy
3,4.0915395039358895,Epsilon-Greedy
3,5.525383283532913,Epsilon-Greedy
3,4.73299418765353,Epsilon-Greedy
3,4.379572580459174,Epsilon-Greedy
3,4.4828083961679335,Epsilon-Greedy
3,2.3722581215188567,Epsilon-Greedy
3,3.593275282175513,Epsilon-Greedy
3,2.6323105862280487,Epsilon-Greedy
3,3.0910631784829325,Epsilon-Greedy
3,3.554606724827214,Epsilon-Greedy
3,5.44314263151491,Epsilon-Greedy
3,3.9708868100639827,Epsilon-Greedy
3,2.435658656877072,Epsilon-Greedy
3,4.725610186087168,Epsilon-Greedy
3,4.819861022332644,Epsilon-Greedy
3,1.442763520927521,Epsilon-Greedy
3,4.770956152307291,Epsilon-Greedy
3,4.413171257401375,Epsilon-Greedy
3,3.612697789473785,Epsilon-Greedy
3,4.6676569719500725,Epsilon-Greedy
3,3.144479530777275,Epsilon-Greedy
3,2.896928462482636,Epsilon-Greedy
3,4.553172602537093,Epsilon-Greedy
3,4.968326647582277,Epsilon-Greedy
3,2.37796072703916,Epsilon-Greedy
3,2.7925555356980905,Epsilon-Greedy
3,3.4100416703433547,Epsilon-Greedy
3,3.0439478636123116,Epsilon-Greedy
3,3.3908077127250236,Epsilon-Greedy
3,3.952426683525477,Epsilon-Greedy
3,4.0158284785593485,Epsilon-Greedy
3,3.0200791435894403,Epsilon-Greedy
3,2.586129050646104,Epsilon-Greedy
3,3.2891616878333267,Epsilon-Greedy
3,3.026252054743817,Epsilon-Greedy
3,3.155813521884453,Epsilon-Greedy
3,2.4033537397006497,Epsilon-Greedy
3,4.849224641344507,Epsilon-Greedy
3,4.722235069337901,Epsilon-Greedy
3,4.187196116018755,Epsilon-Greedy
3,4.557591822239585,Epsilon-Greedy
3,3.887070308684439,Epsilon-Greedy
3,4.3980204439117525,Epsilon-Greedy
3,4.446269871928918,Epsilon-Greedy
3,5.076433011717063,Epsilon-Greedy
3,4.68874817244307,Epsilon-Greedy
3,6.538389637845123,Epsilon-Greedy
3,3.3684203805617217,Epsilon-Greedy
3,3.8631916653683605,Epsilon-Greedy
3,4.207046711450262,Epsilon-Greedy
3,2.927010796546357,Epsilon-Greedy
3,3.8613524910852326,Epsilon-Greedy
3,3.264264472663038,Epsilon-Greedy
3,2.4275072305374126,Epsilon-Greedy
